,Timestamp,RFID,Wedge,Reader,Location,Mouse,Genotype,AssignedWedge,Date,Week,Day,Hour,Minute,Second
1,8/19/21 5:15,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/19/21,Week 5,19-Aug,5,15,5
2,8/19/21 5:01,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/19/21,Week 5,19-Aug,5,1,14
3,8/19/21 4:38,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/19/21,Week 5,19-Aug,4,38,30
4,8/19/21 4:19,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/19/21,Week 5,19-Aug,4,19,7
5,8/19/21 3:18,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/19/21,Week 5,19-Aug,3,18,0
6,8/19/21 3:03,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/19/21,Week 5,19-Aug,3,3,19
7,8/18/21 22:53,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/18/21,Week 5,18-Aug,22,53,48
8,8/18/21 22:37,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/18/21,Week 5,18-Aug,22,37,20
9,8/18/21 21:29,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/18/21,Week 5,18-Aug,21,29,13
10,8/18/21 21:19,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/18/21,Week 5,18-Aug,21,19,12
11,8/18/21 6:22,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/18/21,Week 5,18-Aug,6,22,14
12,8/18/21 6:13,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/18/21,Week 5,18-Aug,6,13,31
13,8/18/21 5:25,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/18/21,Week 5,18-Aug,5,25,33
14,8/18/21 5:10,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/18/21,Week 5,18-Aug,5,10,56
15,8/18/21 4:39,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/18/21,Week 5,18-Aug,4,39,41
16,8/18/21 4:37,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/18/21,Week 5,18-Aug,4,37,37
17,8/18/21 4:34,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/18/21,Week 5,18-Aug,4,34,3
18,8/18/21 4:27,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/18/21,Week 5,18-Aug,4,27,22
19,8/18/21 3:21,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/18/21,Week 5,18-Aug,3,21,3
20,8/18/21 3:07,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/18/21,Week 5,18-Aug,3,7,25
21,8/18/21 2:13,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/18/21,Week 5,18-Aug,2,13,37
22,8/18/21 2:06,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/18/21,Week 5,18-Aug,2,6,19
23,8/18/21 1:07,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/18/21,Week 5,18-Aug,1,7,37
24,8/18/21 1:00,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/18/21,Week 5,18-Aug,1,0,27
25,8/18/21 0:05,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/18/21,Week 5,18-Aug,0,5,10
26,8/17/21 23:53,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/17/21,Week 5,17-Aug,23,53,8
27,8/17/21 23:21,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/17/21,Week 5,17-Aug,23,21,28
28,8/17/21 23:10,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/17/21,Week 5,17-Aug,23,10,18
29,8/17/21 22:01,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/17/21,Week 5,17-Aug,22,1,47
30,8/17/21 21:52,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/17/21,Week 5,17-Aug,21,52,8
31,8/17/21 21:02,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/17/21,Week 5,17-Aug,21,2,30
32,8/17/21 20:55,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/17/21,Week 5,17-Aug,20,55,34
33,8/17/21 7:31,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/17/21,Week 5,17-Aug,7,31,38
34,8/17/21 7:24,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/17/21,Week 5,17-Aug,7,24,34
35,8/17/21 6:38,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/17/21,Week 5,17-Aug,6,38,17
36,8/17/21 6:38,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/17/21,Week 5,17-Aug,6,38,16
37,8/17/21 6:10,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/17/21,Week 5,17-Aug,6,10,50
38,8/17/21 6:08,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/17/21,Week 5,17-Aug,6,8,2
39,8/17/21 5:52,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/17/21,Week 5,17-Aug,5,52,30
40,8/17/21 5:50,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/17/21,Week 5,17-Aug,5,50,25
41,8/17/21 5:32,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/17/21,Week 5,17-Aug,5,32,14
42,8/17/21 5:29,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/17/21,Week 5,17-Aug,5,29,9
43,8/17/21 5:11,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/17/21,Week 5,17-Aug,5,11,12
44,8/17/21 5:11,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/17/21,Week 5,17-Aug,5,11,2
45,8/17/21 4:56,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/17/21,Week 5,17-Aug,4,56,33
46,8/17/21 4:54,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/17/21,Week 5,17-Aug,4,54,58
47,8/17/21 4:35,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/17/21,Week 5,17-Aug,4,35,5
48,8/17/21 4:31,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/17/21,Week 5,17-Aug,4,31,23
49,8/17/21 3:52,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/17/21,Week 5,17-Aug,3,52,21
50,8/17/21 3:50,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/17/21,Week 5,17-Aug,3,50,39
51,8/17/21 3:38,48 48 48 48 54 51 55 54 55,Wedge 6,16,Tower,41,C57,Wedge 6,8/17/21,Week 5,17-Aug,3,38,57
52,8/17/21 2:58,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/17/21,Week 5,17-Aug,2,58,28
53,8/17/21 2:55,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/17/21,Week 5,17-Aug,2,55,11
54,8/17/21 2:02,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/17/21,Week 5,17-Aug,2,2,10
55,8/17/21 1:56,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/17/21,Week 5,17-Aug,1,56,17
56,8/17/21 0:45,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/17/21,Week 5,17-Aug,0,45,28
57,8/17/21 0:38,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/17/21,Week 5,17-Aug,0,38,10
58,8/16/21 23:34,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/16/21,Week 4,16-Aug,23,34,9
59,8/16/21 23:26,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/16/21,Week 4,16-Aug,23,26,13
60,8/16/21 22:32,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/16/21,Week 4,16-Aug,22,32,36
61,8/16/21 22:26,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/16/21,Week 4,16-Aug,22,26,41
62,8/16/21 21:44,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/16/21,Week 4,16-Aug,21,44,30
63,8/16/21 21:37,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/16/21,Week 4,16-Aug,21,37,30
64,8/16/21 20:44,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/16/21,Week 4,16-Aug,20,44,31
65,8/16/21 20:41,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/16/21,Week 4,16-Aug,20,41,46
66,8/16/21 1:32,48 48 48 48 54 51 55 54 49,Wedge 6,41,Feeder,36,C57,Wedge 6,8/16/21,Week 4,16-Aug,1,32,28
67,8/16/21 1:22,48 48 48 48 54 51 55 54 49,Wedge 6,41,Feeder,36,C57,Wedge 6,8/16/21,Week 4,16-Aug,1,22,19
68,8/16/21 1:07,48 48 48 48 54 51 55 54 49,Wedge 6,41,Feeder,36,C57,Wedge 6,8/16/21,Week 4,16-Aug,1,7,17
69,8/15/21 23:22,48 48 48 48 54 51 55 54 49,Wedge 6,41,Feeder,36,C57,Wedge 6,8/15/21,Week 4,15-Aug,23,22,51
70,8/15/21 23:12,48 48 48 48 54 51 55 54 49,Wedge 6,41,Feeder,36,C57,Wedge 6,8/15/21,Week 4,15-Aug,23,12,43
71,8/15/21 22:56,48 48 48 48 54 51 55 54 49,Wedge 6,41,Feeder,36,C57,Wedge 6,8/15/21,Week 4,15-Aug,22,56,5
72,8/15/21 21:16,48 48 48 49 51 48 50 56 54,Wedge 6,41,Feeder,6,C57,Wedge 6,8/15/21,Week 4,15-Aug,21,16,44
73,8/15/21 21:15,48 48 48 49 51 48 50 56 54,Wedge 6,41,Feeder,6,C57,Wedge 6,8/15/21,Week 4,15-Aug,21,15,58
74,8/15/21 21:08,48 48 48 49 51 48 50 56 54,Wedge 6,41,Feeder,6,C57,Wedge 6,8/15/21,Week 4,15-Aug,21,8,59
75,8/15/21 21:03,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/15/21,Week 4,15-Aug,21,3,27
76,8/15/21 20:59,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,59,11
77,8/15/21 20:56,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,56,29
78,8/15/21 20:53,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,53,48
79,8/15/21 20:50,48 48 48 48 54 51 55 52 56,Wedge 6,41,Feeder,39,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,50,6
80,8/15/21 20:49,48 48 48 49 51 48 50 56 54,Wedge 6,41,Feeder,6,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,49,35
81,8/15/21 20:46,48 48 48 48 54 51 55 52 56,Wedge 6,41,Feeder,39,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,46,20
82,8/15/21 20:44,48 48 48 48 54 49 48 49 57,Wedge 6,41,Feeder,24,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,44,1
83,8/15/21 20:43,48 48 48 49 50 55 56 54 57,Wedge 6,41,Feeder,3,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,43,37
84,8/15/21 20:43,48 48 48 48 54 51 55 49 49,Wedge 6,41,Feeder,8,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,43,2
85,8/15/21 20:42,48 48 48 48 54 51 55 49 49,Wedge 6,41,Feeder,8,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,42,54
86,8/15/21 20:41,48 48 48 48 54 51 55 49 49,Wedge 6,41,Feeder,8,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,41,43
87,8/15/21 20:41,48 48 48 49 50 55 56 54 57,Wedge 6,41,Feeder,3,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,41,27
88,8/15/21 20:41,48 48 48 48 54 51 55 49 49,Wedge 6,41,Feeder,8,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,41,0
89,8/15/21 20:40,48 48 48 49 50 55 56 54 57,Wedge 6,41,Feeder,3,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,40,46
90,8/15/21 20:39,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,39,40
91,8/15/21 20:39,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,39,1
92,8/15/21 20:38,48 48 48 49 50 55 56 54 57,Wedge 6,41,Feeder,3,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,38,48
93,8/15/21 20:37,48 48 48 49 50 55 56 54 57,Wedge 6,41,Feeder,3,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,37,49
94,8/15/21 20:36,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,36,51
95,8/15/21 20:36,48 48 48 48 54 51 55 49 49,Wedge 6,41,Feeder,8,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,36,43
96,8/15/21 20:35,48 48 48 48 54 51 55 57 54,Wedge 6,41,Feeder,45,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,35,56
97,8/15/21 20:35,48 48 48 48 54 51 55 57 54,Wedge 6,41,Feeder,45,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,35,9
98,8/15/21 20:35,48 48 48 48 54 51 55 49 49,Wedge 6,41,Feeder,8,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,35,5
99,8/15/21 20:34,48 48 48 48 54 51 55 49 49,Wedge 6,41,Feeder,8,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,34,50
100,8/15/21 20:34,48 48 48 48 54 51 55 57 54,Wedge 6,41,Feeder,45,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,34,48
101,8/15/21 20:34,48 48 48 48 54 51 55 49 49,Wedge 6,41,Feeder,8,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,34,15
102,8/15/21 20:33,48 48 48 48 54 51 55 52 56,Wedge 6,41,Feeder,39,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,33,58
103,8/15/21 20:33,48 48 48 48 54 51 55 57 54,Wedge 6,41,Feeder,45,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,33,18
104,8/15/21 20:33,48 48 48 48 54 51 55 53 49,Wedge 6,41,Feeder,40,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,33,6
105,8/15/21 20:32,48 48 48 49 50 55 56 54 57,Wedge 6,41,Feeder,3,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,32,41
106,8/15/21 20:32,48 48 48 49 50 55 56 54 57,Wedge 6,41,Feeder,3,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,32,18
107,8/15/21 20:31,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,31,40
108,8/15/21 20:31,48 48 48 48 54 51 55 54 55,Wedge 6,41,Feeder,41,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,31,19
109,8/15/21 20:29,48 48 48 49 50 55 56 54 57,Wedge 6,41,Feeder,3,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,29,45
110,8/15/21 20:29,48 48 48 48 54 51 55 53 49,Wedge 6,41,Feeder,40,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,29,0
111,8/15/21 20:28,48 48 48 48 54 49 48 49 57,Wedge 6,41,Feeder,24,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,28,33
112,8/15/21 20:28,48 48 48 48 54 49 48 49 57,Wedge 6,41,Feeder,24,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,28,26
113,8/15/21 20:26,48 48 48 48 54 51 55 54 56,Wedge 6,41,Feeder,25,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,26,54
114,8/15/21 20:26,48 48 48 48 54 49 48 49 57,Wedge 6,41,Feeder,24,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,26,25
115,8/15/21 20:26,48 48 48 48 54 51 55 57 54,Wedge 6,41,Feeder,45,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,26,11
116,8/15/21 20:26,48 48 48 48 54 49 48 49 57,Wedge 6,41,Feeder,24,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,26,30
117,8/15/21 20:25,48 48 48 48 54 51 55 53 49,Wedge 6,41,Feeder,40,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,25,13
118,8/15/21 20:25,48 48 48 48 54 51 55 54 56,Wedge 6,41,Feeder,25,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,25,8
119,8/15/21 20:24,48 48 48 49 50 55 56 54 57,Wedge 6,41,Feeder,3,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,24,56
120,8/15/21 20:24,48 48 48 48 54 49 48 49 57,Wedge 6,41,Feeder,24,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,24,22
121,8/15/21 20:23,48 48 48 48 54 51 55 53 49,Wedge 6,41,Feeder,40,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,23,51
122,8/15/21 20:23,48 48 48 49 50 55 56 54 57,Wedge 6,41,Feeder,3,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,23,34
123,8/15/21 20:23,48 48 48 48 54 51 55 53 49,Wedge 6,41,Feeder,40,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,23,15
124,8/15/21 20:15,48 48 48 48 54 51 55 52 56,Wedge 6,41,Feeder,39,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,15,14
125,8/15/21 20:14,48 48 48 48 54 51 55 53 49,Wedge 6,41,Feeder,40,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,14,2
126,8/15/21 20:13,48 48 48 48 54 51 55 53 49,Wedge 6,41,Feeder,40,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,13,6
127,8/15/21 20:12,48 48 48 48 54 51 55 54 56,Wedge 6,41,Feeder,25,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,12,4
128,8/15/21 20:11,48 48 48 48 54 51 55 53 49,Wedge 6,41,Feeder,40,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,11,20
129,8/15/21 20:08,48 48 48 48 54 51 55 57 54,Wedge 6,41,Feeder,45,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,8,36
130,8/15/21 20:08,48 48 48 48 54 51 55 57 54,Wedge 6,41,Feeder,45,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,8,19
131,8/15/21 20:05,48 48 48 48 54 51 55 52 56,Wedge 6,41,Feeder,39,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,5,33
132,8/15/21 20:05,48 48 48 48 54 51 55 52 56,Wedge 6,41,Feeder,39,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,5,21
133,8/15/21 20:04,48 48 48 48 54 51 55 52 56,Wedge 6,41,Feeder,39,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,4,53
134,8/15/21 20:01,48 48 48 48 54 51 55 52 56,Wedge 6,41,Feeder,39,C57,Wedge 6,8/15/21,Week 4,15-Aug,20,1,19
135,8/15/21 19:59,48 48 48 48 54 51 55 52 56,Wedge 6,41,Feeder,39,C57,Wedge 6,8/15/21,Week 4,15-Aug,19,59,50
136,8/15/21 18:57,48 48 48 48 54 51 55 54 49,Wedge 6,41,Feeder,36,C57,Wedge 6,8/15/21,Week 4,15-Aug,18,57,32
137,8/15/21 18:57,48 48 48 48 54 51 55 54 49,Wedge 6,41,Feeder,36,C57,Wedge 6,8/15/21,Week 4,15-Aug,18,57,22
138,8/15/21 18:55,48 48 48 48 54 51 55 54 49,Wedge 6,41,Feeder,36,C57,Wedge 6,8/15/21,Week 4,15-Aug,18,55,48
139,8/15/21 18:54,48 48 48 48 54 51 55 54 49,Wedge 6,41,Feeder,36,C57,Wedge 6,8/15/21,Week 4,15-Aug,18,54,3
140,8/15/21 18:53,48 48 48 48 54 51 55 54 49,Wedge 6,41,Feeder,36,C57,Wedge 6,8/15/21,Week 4,15-Aug,18,53,51
141,8/15/21 18:53,48 48 48 48 54 51 55 54 49,Wedge 6,41,Feeder,36,C57,Wedge 6,8/15/21,Week 4,15-Aug,18,53,28
142,8/15/21 18:52,48 48 48 48 54 51 55 54 49,Wedge 6,41,Feeder,36,C57,Wedge 6,8/15/21,Week 4,15-Aug,18,52,14
143,8/15/21 9:31,48 48 48 48 54 49 48 49 57,Wedge 6,41,Feeder,24,C57,Wedge 6,8/15/21,Week 4,15-Aug,9,31,38
144,8/15/21 9:30,48 48 48 48 54 49 48 49 57,Wedge 6,41,Feeder,24,C57,Wedge 6,8/15/21,Week 4,15-Aug,9,30,50
145,8/15/21 8:44,48 48 48 48 54 49 48 49 57,Wedge 6,41,Feeder,24,C57,Wedge 6,8/15/21,Week 4,15-Aug,8,44,12
146,8/15/21 8:44,48 48 48 48 54 49 48 49 57,Wedge 6,41,Feeder,24,C57,Wedge 6,8/15/21,Week 4,15-Aug,8,44,7
147,8/15/21 8:20,48 48 48 48 54 51 55 57 54,Wedge 6,16,Tower,45,C57,Wedge 6,8/15/21,Week 4,15-Aug,8,20,49
148,8/15/21 8:20,48 48 48 48 54 51 55 57 54,Wedge 6,16,Tower,45,C57,Wedge 6,8/15/21,Week 4,15-Aug,8,20,38
149,8/15/21 8:07,48 48 48 48 54 51 55 57 54,Wedge 6,41,Feeder,45,C57,Wedge 6,8/15/21,Week 4,15-Aug,8,7,10
150,8/15/21 7:59,48 48 48 48 54 51 55 57 54,Wedge 6,41,Feeder,45,C57,Wedge 6,8/15/21,Week 4,15-Aug,7,59,49
151,8/15/21 7:50,48 48 48 48 54 49 48 49 57,Wedge 6,41,Feeder,24,C57,Wedge 6,8/15/21,Week 4,15-Aug,7,50,16
152,8/15/21 7:46,48 48 48 48 54 49 48 49 57,Wedge 6,41,Feeder,24,C57,Wedge 6,8/15/21,Week 4,15-Aug,7,46,28
153,8/15/21 7:23,48 48 48 48 54 51 55 57 54,Wedge 6,41,Feeder,45,C57,Wedge 6,8/15/21,Week 4,15-Aug,7,23,41
154,8/15/21 7:23,48 48 48 49 50 55 56 54 57,Wedge 6,41,Feeder,3,C57,Wedge 6,8/15/21,Week 4,15-Aug,7,23,18
155,8/15/21 7:19,48 48 48 48 54 51 55 53 49,Wedge 6,41,Feeder,40,C57,Wedge 6,8/15/21,Week 4,15-Aug,7,19,50
156,8/15/21 7:19,48 48 48 48 54 51 55 57 54,Wedge 6,41,Feeder,45,C57,Wedge 6,8/15/21,Week 4,15-Aug,7,19,18
157,8/15/21 7:11,48 48 48 48 54 51 55 53 49,Wedge 6,41,Feeder,40,C57,Wedge 6,8/15/21,Week 4,15-Aug,7,11,31
158,8/15/21 7:09,48 48 48 49 50 55 56 54 57,Wedge 6,41,Feeder,3,C57,Wedge 6,8/15/21,Week 4,15-Aug,7,9,46
159,8/15/21 7:00,48 48 48 48 54 49 48 49 57,Wedge 6,41,Feeder,24,C57,Wedge 6,8/15/21,Week 4,15-Aug,7,0,53
160,8/15/21 6:56,48 48 48 48 54 49 48 49 57,Wedge 6,41,Feeder,24,C57,Wedge 6,8/15/21,Week 4,15-Aug,6,56,31
161,8/15/21 6:51,48 48 48 48 54 51 55 53 49,Wedge 6,41,Feeder,40,C57,Wedge 6,8/15/21,Week 4,15-Aug,6,51,26
162,8/15/21 6:51,48 48 48 48 54 51 55 54 56,Wedge 6,41,Feeder,25,C57,Wedge 6,8/15/21,Week 4,15-Aug,6,51,2
163,8/15/21 6:44,48 48 48 48 54 51 55 49 49,Wedge 6,41,Feeder,8,C57,Wedge 6,8/15/21,Week 4,15-Aug,6,44,33
164,8/15/21 6:42,48 48 48 48 54 51 55 49 49,Wedge 6,41,Feeder,8,C57,Wedge 6,8/15/21,Week 4,15-Aug,6,42,9
165,8/15/21 6:40,48 48 48 48 54 51 55 53 49,Wedge 6,41,Feeder,40,C57,Wedge 6,8/15/21,Week 4,15-Aug,6,40,33
166,8/15/21 6:38,48 48 48 48 54 51 55 54 56,Wedge 6,41,Feeder,25,C57,Wedge 6,8/15/21,Week 4,15-Aug,6,38,7
167,8/15/21 6:12,48 48 48 48 54 51 55 49 49,Wedge 6,41,Feeder,8,C57,Wedge 6,8/15/21,Week 4,15-Aug,6,12,41
168,8/15/21 6:06,48 48 48 48 54 51 55 52 56,Wedge 6,41,Feeder,39,C57,Wedge 6,8/15/21,Week 4,15-Aug,6,6,38
169,8/15/21 6:05,48 48 48 48 54 51 55 49 49,Wedge 6,41,Feeder,8,C57,Wedge 6,8/15/21,Week 4,15-Aug,6,5,7
170,8/15/21 6:02,48 48 48 48 54 51 55 54 49,Wedge 6,16,Tower,36,C57,Wedge 6,8/15/21,Week 4,15-Aug,6,2,32
171,8/15/21 6:02,48 48 48 48 54 51 55 54 49,Wedge 6,16,Tower,36,C57,Wedge 6,8/15/21,Week 4,15-Aug,6,2,24
172,8/15/21 6:00,48 48 48 48 54 51 55 53 49,Wedge 6,41,Feeder,40,C57,Wedge 6,8/15/21,Week 4,15-Aug,6,0,36
173,8/15/21 6:00,48 48 48 48 54 49 48 49 57,Wedge 6,41,Feeder,24,C57,Wedge 6,8/15/21,Week 4,15-Aug,6,0,22
174,8/15/21 5:58,48 48 48 48 54 49 48 49 57,Wedge 6,41,Feeder,24,C57,Wedge 6,8/15/21,Week 4,15-Aug,5,58,9
175,8/15/21 5:56,48 48 48 48 54 51 55 53 49,Wedge 6,41,Feeder,40,C57,Wedge 6,8/15/21,Week 4,15-Aug,5,56,45
176,8/15/21 5:56,48 48 48 48 54 51 55 52 56,Wedge 6,41,Feeder,39,C57,Wedge 6,8/15/21,Week 4,15-Aug,5,56,24
